strategy,regime,count,win_rate,avg_win,avg_loss,payoff_ratio,profit_factor
Wei_adj_cross_sectional_momentum_2M,Bear Low Vol,107,0.25,0.01108755670782735,-0.013383215460726553,0.8284673246398908,0.27615577487996357
Wei_adj_cross_sectional_momentum_2M,Bull High Vol,214,0.75,0.04393222445645888,-0.006642338173220501,6.613969856816036,19.84190957044811
Wei_adj_cross_sectional_momentum_2M,Bull Low Vol,486,0.7058823529411765,0.04055032944387723,-0.026602919787483414,1.5242811604069124,3.6582747849765895
Wei_adj_cross_sectional_momentum_2M_w_asset_stop,Bear High Vol,162,0.3333333333333333,0.012278863665075135,-0.018188889589398727,0.6750749464239856,0.3375374732119928
Wei_adj_cross_sectional_momentum_2M_w_asset_stop,Bear Low Vol,107,0.3076923076923077,0.0029878887772128437,-0.008339309166895502,0.35828972369484097,0.1592398771977071
Wei_adj_cross_sectional_momentum_2M_w_asset_stop,Bull High Vol,214,0.6923076923076923,0.05209424904183509,-0.03092854419060387,1.6843420990264841,3.7897697228095892
Wei_adj_cross_sectional_momentum_2M_w_asset_stop,Bull Low Vol,486,0.6842105263157895,0.03745436976363243,-0.02205377336162016,1.6983202443176317,3.679693862688202
Wei_adj_cross_sectional_momentum_3M,Bear High Vol,162,0.16666666666666666,0.024506741500102125,-0.0268770743663314,0.9118083749026433,0.18236167498052866
Wei_adj_cross_sectional_momentum_3M,Bear Low Vol,107,0.2857142857142857,0.0069378616122844905,-0.01462983542310583,0.474226907660703,0.1896907630642812
Wei_adj_cross_sectional_momentum_3M,Bull High Vol,214,0.7,0.05156099296071161,-0.005283723952098751,9.758456995133335,22.76973298864445
Wei_adj_cross_sectional_momentum_3M,Bull Low Vol,486,0.6428571428571429,0.05199506539473377,-0.02521154107521939,2.0623517316773667,3.71223311701926
Wei_adj_cross_sectional_momentum_3M_w_asset_stop,Bear High Vol,162,0.3333333333333333,0.00823608305699127,-0.018024644747092772,0.4569345566890955,0.2284672783445477
Wei_adj_cross_sectional_momentum_3M_w_asset_stop,Bear Low Vol,107,0.3333333333333333,0.006654864559053231,-0.011075572132218686,0.6008596648198716,0.3004298324099358
Wei_adj_cross_sectional_momentum_3M_w_asset_stop,Bull High Vol,214,0.5833333333333334,0.06502425293126625,-0.028779761068802222,2.2593743143251355,3.1631240400551897
Wei_adj_cross_sectional_momentum_3M_w_asset_stop,Bull Low Vol,486,0.6842105263157895,0.0376512614109969,-0.026696230228247537,1.4103587318915816,3.0557772524317595
